"Armenia","countries","","","17","","","ARM","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Armenia","http://aims.fao.org/aos/geopolitical.owl#Armenia","Armenia","Arménie",""
"Aruba","countries","","","0","","","","","","Aruba","",""
"Ashmore and Cartier Islands","countries","","","25","","","","","","Ashmore and Cartier Islands","",""
"Asia","countries","","plain_text","-1","","","","","","Asia","",""
"Australia","countries","","","34","","","AUS","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Australia","http://aims.fao.org/aos/geopolitical.owl#Australia","Australia","Australie",""
"Austria","countries","","","36","","","AUT","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Austria","http://aims.fao.org/aos/geopolitical.owl#Austria","Austria","Autriche",""
"Azerbaijan","countries","","","38","","","AZE","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Azerbaijan","http://aims.fao.org/aos/geopolitical.owl#Azerbaijan","Azerbaijan","Azerbaiyán","Azerbaïdjan"
"Bahamas","countries","","","55","","","BHS","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Bahamas_the","http://aims.fao.org/aos/geopolitical.owl#Bahamas_the","Bahamas","",""
"Bahrain","countries","","","53","","","BHR","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Bahrain","http://aims.fao.org/aos/geopolitical.owl#Bahrain","Bahrain","Bahrein",""
"Bangladesh","countries","","","50","","","BGD","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Bangladesh","http://aims.fao.org/aos/geopolitical.owl#Bangladesh","Bangladesh","",""
"Barbados","countries","","","73","","","BRB","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Barbados","http://aims.fao.org/aos/geopolitical.owl#Barbados","Barbados","Barbade",""
"Belarus","countries","","","62","","","BLR","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Belarus","http://aims.fao.org/aos/geopolitical.owl#Belarus","Belarus","",""
"Belgium","countries","","","42","","","BEL","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Belgium","http://aims.fao.org/aos/geopolitical.owl#Belgium","Belgium","Bélgica","Belgique"
"Belize","countries","","","63","","","BLZ","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Belize","http://aims.fao.org/aos/geopolitical.owl#Belize","Belize","Belice",""
"Benin","countries","","","45","","","BEN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Benin","http://aims.fao.org/aos/geopolitical.owl#Benin","Benin","",""
"Bermudas","countries","","","66","","","","","","Bermudas","Bermuda","Bermudes"
"Bhutan","countries","","","76","","","BTN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Bhutan","http://aims.fao.org/aos/geopolitical.owl#Bhutan","Bhutan","Bhoutan",""
"Bolivia","countries","","","68","","","BOL","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Bolivia","http://aims.fao.org/aos/geopolitical.owl#Bolivia","Bolivia","Bolivie",""
"Bonaire, Sint Eustatius and Saba","countries","","","46","","","","","","Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius y Saba","Bonaire, Sint Eustatius et Saba"
"Bosnia and Herzegovina","countries","","","56","","","BIH","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Bosnia_and_Herzegovina","http://aims.fao.org/aos/geopolitical.owl#Bosnia_and_Herzegovina","Bosnia and Herzegovina","Bosnia y Herzegovina","Bosnie-Herzégovine"
"Botswana","countries","","","78","","","BWA","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Botswana","http://aims.fao.org/aos/geopolitical.owl#Botswana","Botswana","",""
"Brazil","countries","","","70","","","BRA","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Brazil","http://aims.fao.org/aos/geopolitical.owl#Brazil","Brazil","Brasil","Brésil"
"British Indian Ocean Territory","countries","","","229","","","","","","British Indian Ocean Territory","",""
"British Virgin Islands","countries","","","505","","","","","","British Virgin Islands","",""
"Brunei Darussalam","countries","","","75","","","BRN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Brunei_Darussalam","http://aims.fao.org/aos/geopolitical.owl#Brunei_Darussalam","Brunei Darussalam","",""
"Bulgaria","countries","","","51","","","BGR","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Bulgaria","http://aims.fao.org/aos/geopolitical.owl#Bulgaria","Bulgaria","Bulgarie",""
"Burkina Faso","countries","","","49","","","BFA","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Burkina_Faso","http://aims.fao.org/aos/geopolitical.owl#Burkina_Faso","Burkina Faso","",""
"Burundi","countries","","","41","","","BDI","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Burundi","http://aims.fao.org/aos/geopolitical.owl#Burundi","Burundi","",""
"Cabo Verde","countries","","","107","","","","","","Cabo Verde","",""
"Cambodge","countries","","","264","","","","","","Cambodge","",""
"Cambodia","countries","","","262","","","KHM","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Cambodia","http://aims.fao.org/aos/geopolitical.owl#Cambodia","Cambodia","",""
"Camboya","countries","","","263","","","","","","Camboya","",""
"Cameroon","countries","","","91","","","CMR","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Cameroon","http://aims.fao.org/aos/geopolitical.owl#Cameroon","Cameroon","",""
"Cameroun","countries","","","93","","","","","","Cameroun","",""
"Camerún","countries","","","92","","","","","","Camerún","",""
"Canada","countries","","","82","","","CAN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Canada","http://aims.fao.org/aos/geopolitical.owl#Canada","Canada","",""
"Cap-Vert","countries","","","108","","","","","","Cap-Vert","",""
"Cape Verde","countries","","","106","","","CPV","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Cape_Verde","http://aims.fao.org/aos/geopolitical.owl#Cape_Verde","Cape Verde","",""
"Caribbean","countries","","plain_text","0","","","","","","Caribbean","",""
"Cayman Islands","countries","","","113","","","","","","Cayman Islands","",""
"CÃ´te d'Ivoire","countries","","","0","","","CIV","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Cote_d_Ivoire","http://aims.fao.org/aos/geopolitical.owl#Cote_d_Ivoire","CÃ´te d'Ivoire","",""
"Central African Republic","countries","","","79","","","CAF","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Central_African_Republic_the","http://aims.fao.org/aos/geopolitical.owl#Central_African_Republic_the","Central African Republic","",""
"Central America","countries","","plain_text","0","","","","","","Central America","",""
"Central Asia","countries","","plain_text","0","","","","","","Central Asia","",""
"Chad","countries","","","461","","","TCD","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Chad","http://aims.fao.org/aos/geopolitical.owl#Chad","Chad","",""
"Chile","countries","","","86","","","CHL","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Chile","http://aims.fao.org/aos/geopolitical.owl#Chile","Chile","",""
"Chili","countries","","","87","","","","","","Chili","",""
"China","countries","","","88","","","CHN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/China","http://aims.fao.org/aos/geopolitical.owl#China","China","",""
"Chine","countries","","","89","","","","","","Chine","",""
"Chipre","countries","","","120","","","","","","Chipre","",""
"Chypre","countries","","","121","","","","","","Chypre","",""
"Chypre du Nord","countries","","","118","","","","","","Chypre du Nord","",""
"Colombia","countries","","","101","","","COL","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Colombia","http://aims.fao.org/aos/geopolitical.owl#Colombia","Colombia","",""
"Colombie","countries","","","102","","","","","","Colombie","",""
"Comoras","countries","","","104","","","","","","Comoras","",""
"Comores","countries","","","105","","","","","","Comores","",""
"Comoros","countries","","","103","","","COM","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Comoros_the","http://aims.fao.org/aos/geopolitical.owl#Comoros_the","Comoros","",""
"Congo","countries","","","97","","","COG","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Congo_the","http://aims.fao.org/aos/geopolitical.owl#Congo_the","Congo","",""
"Congo, Dem. Rep.","countries","","plain_text","0","","","","","","Congo, Dem. Rep.","",""
"Congo, Rep.","countries","","plain_text","0","","","","","","Congo, Rep.","",""
"Cook Islands","countries","","","98","","","COK","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Cook_Islands_the","http://aims.fao.org/aos/geopolitical.owl#Cook_Islands_the","Cook Islands","",""
"Corea","countries","","","383","","","","","","Corea","",""
"Corée","countries","","","384","","","","","","Corée","",""
"Costa Rica","countries","","","109","","","CRI","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Costa_Rica","http://aims.fao.org/aos/geopolitical.owl#Costa_Rica","Costa Rica","",""
"Côte d'Ivoire","countries","","","90","","","","","","Côte d'Ivoire","",""
"Croacia","countries","","","213","","","","","","Croacia","",""
"Croatia","countries","","","212","","","HRV","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Croatia","http://aims.fao.org/aos/geopolitical.owl#Croatia","Croatia","",""
"Croatie","countries","","","214","","","","","","Croatie","",""
"Cuba","countries","","","110","","","CUB","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Cuba","http://aims.fao.org/aos/geopolitical.owl#Cuba","Cuba","",""
"Curaçao","countries","","","112","","","","","","Curaçao","",""
"Curaþao","countries","","","111","","","","","","Curaþao","",""
"Cyprus","countries","","","119","","","CYP","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Cyprus","http://aims.fao.org/aos/geopolitical.owl#Cyprus","Cyprus","",""
"Czech Republic","countries","","","122","","","CZE","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Czech_Republic_the","http://aims.fao.org/aos/geopolitical.owl#Czech_Republic_the","Czech Republic","",""
"Danemark","countries","","","133","","","","","","Danemark","",""
"Democratic Republic of the Congo","countries","","","94","","","COD","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Democratic_Republic_of_the_Congo","http://aims.fao.org/aos/geopolitical.owl#Democratic_Republic_of_the_Congo","Democratic Republic of the Congo","",""
"Denmark","countries","","","131","","","DNK","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Denmark","http://aims.fao.org/aos/geopolitical.owl#Denmark","Denmark","",""
"Dinamarca","countries","","","132","","","","","","Dinamarca","",""
"Djibouti","countries","","","128","","","DJI","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Djibouti","http://aims.fao.org/aos/geopolitical.owl#Djibouti","Djibouti","",""
"Dominica","countries","","","129","","","DMA","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Dominica","http://aims.fao.org/aos/geopolitical.owl#Dominica","Dominica","",""
"Dominican Republic","countries","","","134","","","DOM","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Dominican_Republic_the","http://aims.fao.org/aos/geopolitical.owl#Dominican_Republic_the","Dominican Republic","",""
"Dominique","countries","","","130","","","","","","Dominique","",""
"East Africa","countries","","plain_text","0","","","","","","East Africa","",""
"East Asia & Pacific","countries","","plain_text","0","","","","","","East Asia & Pacific","",""
"Eastern Europe","countries","","plain_text","0","","","","","","Eastern Europe","",""
"Ecuador","countries","","","140","","","ECU","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Ecuador","http://aims.fao.org/aos/geopolitical.owl#Ecuador","Ecuador","",""
"Egipto","countries","","","143","","","","","","Egipto","",""
"Egypt","countries","","","142","","","EGY","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Egypt","http://aims.fao.org/aos/geopolitical.owl#Egypt","Egypt","",""
"Égypte","countries","","","144","","","","","","Égypte","",""
"el Iraq","countries","","","237","","","","","","el Iraq","",""
"El Salvador","countries","","","423","","","SLV","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/El_Salvador","http://aims.fao.org/aos/geopolitical.owl#El_Salvador","El Salvador","",""
"el Yemen","countries","","","518","","","","","","el Yemen","",""
"Emiratos Árabes Unidos","countries","","","13","","","","","","Emiratos Árabes Unidos","",""
"Émirats arabes unis","countries","","","14","","","","","","Émirats arabes unis","",""
"Équateur","countries","","","141","","","","","","Équateur","",""
"Equatorial Guinea","countries","","","188","","","GNQ","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Equatorial_Guinea","http://aims.fao.org/aos/geopolitical.owl#Equatorial_Guinea","Equatorial Guinea","",""
"Eritrea","countries","","","145","","","ERI","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Eritrea","http://aims.fao.org/aos/geopolitical.owl#Eritrea","Eritrea","",""
"Érythrée","countries","","","146","","","","","","Érythrée","",""
"Eslovaquia","countries","","","443","","","","","","Eslovaquia","",""
"Eslovenia","countries","","","446","","","","","","Eslovenia","",""
"Espagne","countries","","","149","","","","","","Espagne","",""
"España","countries","","","148","","","","","","España","",""
"Estados Unidos de América","countries","","","494","","","","","","Estados Unidos de América","",""
"Estonia","countries","","","150","","","EST","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Estonia","http://aims.fao.org/aos/geopolitical.owl#Estonia","Estonia","",""
"Estonie","countries","","","151","","","","","","Estonie","",""
"États-Unis d'Amérique","countries","","","495","","","","","","États-Unis d'Amérique","",""
"Ethiopia","countries","","","152","","","ETH","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Ethiopia","http://aims.fao.org/aos/geopolitical.owl#Ethiopia","Ethiopia","",""
"Éthiopie","countries","","","154","","","","","","Éthiopie","",""
"Etiopía","countries","","","153","","","","","","Etiopía","",""
"Europe","countries","","plain_text","8","","","","","","Europe","",""
"Falkland Islands","countries","","","160","","","","","","Falkland Islands","",""
"Falkland Islands (Malvinas)","countries","","plain_text","0","","","","","","Falkland Islands (Malvinas)","",""
"Faroe Islands","countries","","","165","","","FRO","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Faroe_Islands","http://aims.fao.org/aos/geopolitical.owl#Faroe_Islands","Faroe Islands","",""
"Fédération de Russie","countries","","","399","","","","","","Fédération de Russie","",""
"Fidji","countries","","","159","","","","","","Fidji","",""
"Fiji","countries","","","158","","","FJI","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Fiji","http://aims.fao.org/aos/geopolitical.owl#Fiji","Fiji","",""
"Filipinas","countries","","","371","","","","","","Filipinas","",""
"Finland","countries","","","155","","","FIN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Finland","http://aims.fao.org/aos/geopolitical.owl#Finland","Finland","",""
"Finlande","countries","","","157","","","","","","Finlande","",""
"Finlandia","countries","","","156","","","","","","Finlandia","",""
"France","countries","","","163","","","FRA","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/France","http://aims.fao.org/aos/geopolitical.owl#France","France","",""
"Francia","countries","","","164","","","","","","Francia","",""
"French Guiana","countries","","","201","","","","","","French Guiana","",""
"French Polynesia","countries","","","389","","","","","","French Polynesia","",""
"French Southern and Antarctic Lands","countries","","","28","","","","","","French Southern and Antarctic Lands","",""
"Gabon","countries","","","170","","","GAB","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Gabon","http://aims.fao.org/aos/geopolitical.owl#Gabon","Gabon","",""
"Gambia","countries","","","184","","","GMB","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Gambia__the","http://aims.fao.org/aos/geopolitical.owl#Gambia__the","Gambia","",""
"Gambie","countries","","","185","","","","","","Gambie","",""
"Georgia","countries","","","174","","","GEO","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Georgia","http://aims.fao.org/aos/geopolitical.owl#Georgia","Georgia","",""
"Géorgie","countries","","","175","","","","","","Géorgie","",""
"Géorgie du Sud-et-les Îles Sandwich du Sud","countries","","","414","","","","","","Géorgie du Sud-et-les Îles Sandwich du Sud","",""
"Germany","countries","","","125","","","DEU","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Germany","http://aims.fao.org/aos/geopolitical.owl#Germany","Germany","Alemania","Allemagne"
"Ghana","countries","","","178","","","GHA","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Ghana","http://aims.fao.org/aos/geopolitical.owl#Ghana","Ghana","",""
"Gibraltar","countries","","","179","","","","","","Gibraltar","",""
"Glaciar de Siachen","countries","","","254","","","","","","Glaciar de Siachen","",""
"Glacier de Siachen","countries","","","255","","","","","","Glacier de Siachen","",""
"Global","countries","","plain_text","-2","","","","","","Global","",""
"Granada","countries","","","195","","","","","","Granada","",""
"Grèce","countries","","","193","","","","","","Grèce","",""
"Grecia","countries","","","192","","","","","","Grecia","",""
"Greece","countries","","","191","","","GRC","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Greece","http://aims.fao.org/aos/geopolitical.owl#Greece","Greece","",""
"Greenland","countries","","","197","","","","","","Greenland","",""
"Grenada","countries","","","194","","","GRD","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Grenada","http://aims.fao.org/aos/geopolitical.owl#Grenada","Grenada","",""
"Grenade","countries","","","196","","","","","","Grenade","",""
"Groenland","countries","","","199","","","","","","Groenland","",""
"Groenlandia","countries","","","198","","","","","","Groenlandia","",""
"Guadalupe","countries","","","183","","","","","","Guadalupe","",""
"Guadeloupe","countries","","","182","","","","","","Guadeloupe","",""
"Guam","countries","","","202","","","","","","Guam","",""
"Guatemala","countries","","","200","","","GTM","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Guatemala","http://aims.fao.org/aos/geopolitical.owl#Guatemala","Guatemala","",""
"Guayana francesa","countries","","","203","","","","","","Guayana francesa","",""
"Guernesey","countries","","","177","","","","","","Guernesey","",""
"Guernsey","countries","","","176","","","","","","Guernsey","",""
"Guinea","countries","","","180","","","GIN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Guinea","http://aims.fao.org/aos/geopolitical.owl#Guinea","Guinea","",""
"Guinea Ecuatorial","countries","","","189","","","","","","Guinea Ecuatorial","",""
"Guinea-Bissau","countries","","","186","","","GNB","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Guinea-Bissau","http://aims.fao.org/aos/geopolitical.owl#Guinea-Bissau","Guinea-Bissau","",""
"Guinée","countries","","","181","","","","","","Guinée","",""
"Guinée équatoriale","countries","","","190","","","","","","Guinée équatoriale","",""
"Guinée-Bissau","countries","","","187","","","","","","Guinée-Bissau","",""
"Gulf States","countries","","plain_text","0","","","","","","Gulf States","",""
"Guyana","countries","","","205","","","GUY","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Guyana","http://aims.fao.org/aos/geopolitical.owl#Guyana","Guyana","",""
"Guyane française","countries","","","204","","","","","","Guyane française","",""
"Haiti","countries","","","215","","","HTI","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Haiti","http://aims.fao.org/aos/geopolitical.owl#Haiti","Haiti","",""
"Heard Island and McDonald Islands","countries","","","208","","","","","","Heard Island and McDonald Islands","",""
"Holy See","countries","","","498","","","VAT","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Holy_See","http://aims.fao.org/aos/geopolitical.owl#Holy_See","Holy See","",""
"Honduras","countries","","","211","","","HND","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Honduras","http://aims.fao.org/aos/geopolitical.owl#Honduras","Honduras","",""
"Hong Kong","countries","","","207","","","","","","Hong Kong","",""
"Hong Kong S.A.R.","countries","","","206","","","","","","Hong Kong S.A.R.","",""
"Hong Kong S.A.R., China","countries","","plain_text","0","","","","","","Hong Kong S.A.R., China","",""
"Hongrie","countries","","","218","","","","","","Hongrie","",""
"Hungary","countries","","","216","","","HUN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Hungary","http://aims.fao.org/aos/geopolitical.owl#Hungary","Hungary","",""
"Hungría","countries","","","217","","","","","","Hungría","",""
"Iceland","countries","","","238","","","ISL","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Iceland","http://aims.fao.org/aos/geopolitical.owl#Iceland","Iceland","",""
"Île de Man","countries","","","223","","","","","","Île de Man","",""
"Île Norfolk","countries","","","346","","","","","","Île Norfolk","",""
"Îles Ashmore-et-Cartier","countries","","","27","","","","","","Îles Ashmore-et-Cartier","",""
"Îles Caïmanes","countries","","","115","","","","","","Îles Caïmanes","",""
"Îles Cook","countries","","","100","","","","","","Îles Cook","",""
"Îles Féroé","countries","","","167","","","","","","Îles Féroé","",""
"Îles Heard-et-MacDonald","countries","","","210","","","","","","Îles Heard-et-MacDonald","",""
"Îles Malvinas","countries","","","162","","","","","","Îles Malvinas","",""
"Îles Mariannes du Nord","countries","","","324","","","","","","Îles Mariannes du Nord","",""
"Îles Marshall","countries","","","312","","","","","","Îles Marshall","",""
"Îles Pitcairn","countries","","","367","","","","","","Îles Pitcairn","",""
"Îles Salomon","countries","","","420","","","","","","Îles Salomon","",""
"Îles Turques et Caïques","countries","","","460","","","","","","Îles Turques et Caïques","",""
"Îles Vierges britanniques","countries","","","507","","","","","","Îles Vierges britanniques","",""
"Îles Vierges des États-Unis","countries","","","510","","","","","","Îles Vierges des États-Unis","",""
"Îles Wallis et Futuna","countries","","","515","","","","","","Îles Wallis et Futuna","",""
"Inde","countries","","","225","","","","","","Inde","",""
"India","countries","","","224","","","IND","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/India","http://aims.fao.org/aos/geopolitical.owl#India","India","",""
"Indian Ocean Territories","countries","","","226","","","","","","Indian Ocean Territories","",""
"Indonesia","countries","","","219","","","IDN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Indonesia","http://aims.fao.org/aos/geopolitical.owl#Indonesia","Indonesia","",""
"Indonésie","countries","","","220","","","","","","Indonésie","",""
"Iran","countries","","","235","","","IRN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Iran_Islamic_Rep_of_","http://aims.fao.org/aos/geopolitical.owl#Iran_Islamic_Rep_of_","Iran","",""
"Iraq","countries","","","236","","","IRQ","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Iraq","http://aims.fao.org/aos/geopolitical.owl#Iraq","Iraq","",""
"Ireland","countries","","","232","","","IRL","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Ireland","http://aims.fao.org/aos/geopolitical.owl#Ireland","Ireland","",""
"Irlanda","countries","","","233","","","","","","Irlanda","",""
"Irlande","countries","","","234","","","","","","Irlande","",""
"Isla de Man","countries","","","222","","","","","","Isla de Man","",""
"Isla Norfolk","countries","","","345","","","","","","Isla Norfolk","",""
"Islande","countries","","","240","","","","","","Islande","",""
"Islandia","countries","","","239","","","","","","Islandia","",""
"Islas Ashmore y Cartier","countries","","","26","","","","","","Islas Ashmore y Cartier","",""
"Islas Caimán","countries","","","114","","","","","","Islas Caimán","",""
"Islas Cook","countries","","","99","","","","","","Islas Cook","",""
"Islas Feroe","countries","","","166","","","","","","Islas Feroe","",""
"Islas Georgias del Sur y Sandwich del Sur","countries","","","413","","","","","","Islas Georgias del Sur y Sandwich del Sur","",""
"Islas Heard y McDonald","countries","","","209","","","","","","Islas Heard y McDonald","",""
"Islas Malvinas","countries","","","161","","","","","","Islas Malvinas","",""
"Islas Marianas del Norte","countries","","","323","","","","","","Islas Marianas del Norte","",""
"Islas Marshall","countries","","","311","","","","","","Islas Marshall","",""
"Islas Pitcairn","countries","","","366","","","","","","Islas Pitcairn","",""
"Islas Salomón","countries","","","419","","","","","","Islas Salomón","",""
"Islas Turcas y Caicos","countries","","","459","","","","","","Islas Turcas y Caicos","",""
"Islas Vírgenes","countries","","","506","","","","","","Islas Vírgenes","",""
"Islas Vírgenes de los Estados Unidos","countries","","","509","","","","","","Islas Vírgenes de los Estados Unidos","",""
"Islas Wallis y Futuna","countries","","","514","","","","","","Islas Wallis y Futuna","",""
"Isle of Man","countries","","","221","","","","","","Isle of Man","",""
"Israel","countries","","","241","","","ISR","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Israel","http://aims.fao.org/aos/geopolitical.owl#Israel","Israel","",""
"Italia","countries","","","243","","","","","","Italia","",""
"Italie","countries","","","244","","","","","","Italie","",""
"Italy","countries","","","242","","","ITA","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Italy","http://aims.fao.org/aos/geopolitical.owl#Italy","Italy","",""
"Jamaica","countries","","","245","","","JAM","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Jamaica","http://aims.fao.org/aos/geopolitical.owl#Jamaica","Jamaica","",""
"Jamaïque","countries","","","246","","","","","","Jamaïque","",""
"Japan","countries","","","251","","","JPN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Japan","http://aims.fao.org/aos/geopolitical.owl#Japan","Japan","",""
"Japón","countries","","","252","","","","","","Japón","",""
"Jersey","countries","","","247","","","","","","Jersey","",""
"Jordan","countries","","","248","","","JOR","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Jordan","http://aims.fao.org/aos/geopolitical.owl#Jordan","Jordan","",""
"Jordania","countries","","","249","","","","","","Jordania","",""
"Jordanie","countries","","","250","","","","","","Jordanie","",""
"Kazajstán","countries","","","257","","","","","","Kazajstán","",""
"Kazakhstan","countries","","","256","","","KAZ","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Kazakhstan","http://aims.fao.org/aos/geopolitical.owl#Kazakhstan","Kazakhstan","",""
"Kenya","countries","","","258","","","KEN","http://www.fao.org/countryprofiles/geoinfo/geopolitical/resource/Kenya","http://aims.fao.org/aos/geopolitical.owl#Kenya","Kenya","",""
"Kirghizistan","countries","","","261","","","","","","Kirghizistan","",""
